ele,time,magvar,geoidheigh,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,label
12.077000000000000,2021/08/18 13:01:14.000,,,"074",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>074</label_text>
12.738000000000000,2021/08/18 13:02:29.000,,,"075",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>075</label_text>
13.612000000000000,2021/08/18 13:04:05.000,,,"076",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>076</label_text>
14.295000000000000,2021/08/18 13:05:44.000,,,"077",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>077</label_text>
16.250000000000000,2021/08/18 13:07:13.000,,,"078",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>078</label_text>
17.039999999999999,2021/08/18 13:08:20.000,,,"079",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>079</label_text>
17.180000000000000,2021/08/18 13:10:30.000,,,"080",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>080</label_text>
15.827999999999999,2021/08/18 13:11:58.000,,,"081",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>081</label_text>
14.401000000000000,2021/08/18 13:13:17.000,,,"082",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>082</label_text>
13.837000000000000,2021/08/18 13:14:21.000,,,"083",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>083</label_text>
13.115000000000000,2021/08/18 13:15:32.000,,,"084",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>084</label_text>
12.539999999999999,2021/08/18 13:16:25.000,,,"085",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>085</label_text>
12.425000000000001,2021/08/18 13:17:30.000,,,"086",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>086</label_text>
11.789000000000000,2021/08/18 13:18:29.000,,,"087",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>087</label_text>
9.906000000000001,2021/08/18 13:19:52.000,,,"088",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>088</label_text>
12.114000000000001,2021/08/18 13:22:49.000,,,"089",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>089</label_text>
14.096000000000000,2021/08/18 13:24:04.000,,,"090",,,,,,,,,,"Flag, Blue",Blue Flag,,,,,,,,<label_text>090</label_text>
